編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
3-64,企,ki+,站,"
在這企緊等，𠊎等下來載你",站在這裡等，我等一下來載你。,,動詞,,3外在活動與動作
3-65,擎,kiaˇ,舉；拿（傘、筆）,"擎手
擎筆
擎钁頭","舉手
拿筆
拿鋤頭",,動詞,,3外在活動與動作
3-66,牽,kien+,牽,"渡細人過大路，手愛牽好來。
牽手。","帶小孩子過大馬路，手要牽好。
牽手。",,動詞,,3外在活動與動作
3-67,開,koi+,開,門開開，毋驚賊入來係無？,門開著，不怕小偷進來嗎？,,動詞,,3外在活動與動作
3-68,看,konˋ,看；探望,"敗勢！𠊎看毋著咧！你寫个正著。
破病愛分先生看
去院項看佢","抱歉！我看錯了！你寫的才對。
生病要看醫生
去醫院探望他",,動詞,,3外在活動與動作
3-69,囥,kongˋ,藏匿,奇怪，囥到哪去？尋恁久還尋毋着。,奇怪，藏到哪裡了？找那麼久還是找不到。,,動詞,,3外在活動與動作
3-70,擐,kuanˋ,提,"擐皮包
這恁重，麼人擐得贏","提皮包
這那麼重，誰提得動。",,動詞,,3外在活動與動作
3-71,跪,kui^,跪下,"佢跪在地泥下緊噭
佢跪落來請大家原諒。","他跪在地上一直哭。
他跪下來請求大家原諒。",,動詞,,3外在活動與動作
3-72,拉,lai+,拉,"𠊎企毋起來，你來拉𠊎一下
頭家請人來拉生理","我站不起來，你來拉我一下。
老闆請人來招攬生意。",,動詞,,3外在活動與動作
3-73,撈,leuˇ,撈,"同水餃撈起來放盤裡肚
去夜市撈魚","把水餃撈起來放盤子裡。
去夜市撈魚",,動詞,,3外在活動與動作
3-74,利用,liˋ rhungˋ,利用,"愛好好利用時間讀書
佢分人利用還毋知，還戇","要好好利用時間讀書
他被人利用了還不知道，真笨。",,動詞,,3外在活動與動作
3-75,啉,lim+,喝,有啉酒个人，使毋得駛車,有喝酒的人，不可以開車,,動詞,,3外在活動與動作
3-76,流,liuˇ,流,天時轉寒，緊流濞,天氣變冷，一直流鼻涕。,,動詞,,3外在活動與動作
3-77,落,logˋ,落下,"天時變化恁大，今年落雹咧
阿奶去菜園落肥","天氣變化很大，今年下冰雹了。
祖母去菜園施肥。",,動詞,,3外在活動與動作
3-78,入去,ngibˋ kiˋ/ki+,進去,"便所有人，你使毋得入去。
行入去。
走入去。","廁所裡有人，你不能進去。
走進去。
跑進去。",,動詞,,3外在活動與動作
3-79,入來,ngibˋ loiˇ,進來,"遽遽入來啊！外背企緊做麼个？
入來坐。
拿入來。","快點進來啊！站在外面做什麼？
進來坐。
拿進來。",,動詞,,3外在活動與動作
3-80,來,loiˇ,來,"你幾多點愛來？
若等先食緊來。","你幾點要來？
你們先用餐吧。",,動詞,,3外在活動與動作
3-81,來去,loiˇ kiˋ,去,等來去看電影,我們去看電影。,,動詞,,3外在活動與動作
3-82,熝,lugˋ,燙,"
阿姆分滾水熝着",媽媽被熱水燙到。,,動詞,,3外在活動與動作
3-83,抺,miˇ,擦拭,"桌面當油，愛抺抺嚟！
食飽愛抺桌","桌子很油，要擦一擦！
吃飽要擦桌子。",,動詞,,3外在活動與動作
3-84,摸,mia+,觸摸、觸碰,"你放忒高咧，𠊎連摸都摸毋着
桌面恁垃圾，莫這摸該摸","你放太高了，我連摸都摸不到。
桌面這麼髒，別亂碰。",,動詞,,3外在活動與動作
3-85,磨,moˋ,磨,磨豆腐,磨豆腐,,動詞,,3外在活動與動作
3-86,拿,na+,拿,仰恁牛，拿啊着斯搞壞撇,怎麼那麼頑皮，剛拿到就弄壞掉。,,動詞,,3外在活動與動作
3-87,揇,nam^,抱,"厥妹驚生份，毋肯人揇
佢數學無考好，揇核被骨噭
阿伯係阿奶揇來个，毋係自家降个","他女兒很怕生，不肯讓別人抱。
他數學沒考好，抱著棉被哭。
伯伯是祖母抱回來養的，不是親生的。",,動詞,,3外在活動與動作
3-88,咬,ngau+,咬,"豬腳愛罅綿，正咬得落
佢還細時識分狗咬着，所以當驚狗","豬腳要夠爛，才咬得下去。
他還小的時候曾被狗咬，所以很怕狗。",,動詞,,3外在活動與動作
3-89,拈,ngiam+,撿,"佢在路項拈着五百個銀
吾東西跌落去咧，你使得同𠊎拈無？","他在路上撿到五百元。
我的東西掉下去了，你可以幫我撿嗎？",,動詞,,3外在活動與動作
3-90,入去,ngibˋ kiˋ/hi+,進去,門無關好，蚊會走入去,門沒關好，蚊子會跑進去。,,動詞,,3外在活動與動作
3-91,撚,ngien^,擠壓；捏,"撚牙膏
撚雞毋知屎出","擠牙膏
抓雞時太用力，連雞脫糞快死了都不知道（比喻貪得無厭）",,動詞,,3外在活動與動作
3-92,扭,ngiu^,扭動；扭轉,"扭屎朏
扭腳髀","扭屁股
擰大腿",,動詞,,3外在活動與動作
3-93,爬,paˇ,爬行,地泥當淨，放佢爬無相干,地板很乾淨，讓他爬沒關係。,,動詞,,3外在活動與動作
3-94,划飯,pa+ ponˋ,把飯撥進嘴裡,為着赴看電視，佢划飯划當遽,為了趕得及看電視，他扒飯扒得很快。,,動詞,,3外在活動與動作
3-95,鼻,piˋ,聞、嗅,這花鼻起來香香,這花聞起來香香的。,,動詞,,3外在活動與動作
3-96,拍手,pog^ shiu^,拍手,佢係做來好斯愛同佢拍手,他如果做得好就要為他拍手,,動詞,,3外在活動與動作
3-97,拍,pog^,拍,"拍球
拍一齣戲","拍球
拍一部戲",,動詞,,3外在活動與動作
3-98,翻,pon+,嘔、吐,佢暈船，食落肚个東西翻淨淨。,他暈船，吃進肚裡的食物吐光光。,,動詞,,3外在活動與動作
3-99,呸,puiˋ,吐掉,食牛眼，核愛呸撇,吃龍眼，籽要吐掉。,,動詞,,3外在活動與動作
3-100,歕,punˇ,吹,你愛歕較大力兜,你要吹大力一點。,,動詞,,3外在活動與動作
3-101,尋,cimˇ,尋找,"走哪去?歸日尋你毋着
老弟走去間項囥緊又毋出聲，害阿姆尋上尋落","去哪了？整天找不到你。
弟弟去房間裡躲著又不出聲，害媽媽到處找他。",,動詞,,3外在活動與動作
3-102,搶,ciong^,搶,有時節，賊偷東西毋過手斯用搶个,有時候，小偷偷東西失手就用搶的,,動詞,,3外在活動與動作
3-103,晒,saiˋ,晒,"佢用竹篙晒衫褲
恁好天，出來晒日頭","他用竹竿晒衣服
天氣那麼好，出來晒太陽。",,動詞,,3外在活動與動作
3-104,行尞（散步）,hangˇ liauˋ (sanˋ puˋ),散步,阿爹食飽夜斯去行尞,祖父吃完晚餐就去散步,,動詞,,3外在活動與動作
3-105,洗,se^,洗,"洗果子
洗水槽","洗水果
洗水槽",,動詞,,3外在活動與動作
3-106,笑,siauˋ,笑,"你做麼个緊笑？
講該麼个話？會笑死人！","你幹麼一直笑？
說那什麼話？會笑死人！",,動詞,,3外在活動與動作
3-107,用（使用）,rhungˋ (sii^ rhungˋ),使用,這焙衫機你知愛仰脣用無？,這烘衣機你知道要怎麼使用嗎？,,動詞,,3外在活動與動作
3-108,梳,siiˊ/sii+,梳,梳頭那毛,梳頭髮,,動詞,,3外在活動與動作
3-109,食,shidˋ ,吃,"恁多忒等，你恁多儕分核來食
這果子進口个，當好食","這麼多而已，你們幾個分著吃。
這水果是進口的，很好吃。",,動詞,,3外在活動與動作
3-110,收,shiu+,收,"這片斯分你收尾
愛考試咧！同書收起來","這邊讓你收尾
要考試了！把書收起來。",,動詞,,3外在活動與動作
3-111,䌈,tag^,繫、綁,煮飯時節，頭那毛愛䌈起來,煮飯時，頭髮要綁起來。,,動詞,,3外在活動與動作
3-112,聽,ten+,聽,"聽啊着斯噭咧！
你講麼个？全全聽無！","一聽到就哭了！
你說什麼？都聽不懂！",,動詞,,3外在活動與動作
3-113,踢,ted^,踢,"踢球
老弟踢着桌，腳烏青咧","踢球
弟弟踢到桌子，腳瘀青了。",,動詞,,3外在活動與動作
3-114,跈,tenˇ,跟隨,"跈人毋着
這藥愛跈三餐食","跟不上別人
這藥要隨著三餐吃。",,動詞,,3外在活動與動作
3-115,偷,teu+,偷,桌項个書毋知分麼人偷走,桌上的書不知道被誰偷走。,,動詞,,3外在活動與動作
3-116,跳,tiauˇ,跳,"跳索
佢緊張去心肝哱哱跳","跳繩
他緊張到心臟蹦蹦跳。",,動詞,,3外在活動與動作
3-117,脫,tod^,脫,衫著忒多，脫撇一領,穿太多衣服，脫掉一件。,,動詞,,3外在活動與動作
3-118,擇,togˋ,挑選,"愛哪隻？你自家擇！
阿明在廳下擇菜","要哪個？你自己挑！
阿明在客廳挑菜。",,動詞,,3外在活動與動作
3-119,袋,toiˋ,用袋子裝；量詞,"同這菜袋起來，拿去分叔婆
一袋梨","把這菜裝起來，拿去給叔婆。
一袋梨子",,動詞,數/量詞,3外在活動與動作
3-120,動,tung+,動,厥東西放這片，你斯動毋得哦！,他的東西放這邊，你不能動哦！,,動詞,,3外在活動與動作
3-121,挖,vag^/rhed^,挖,"緊挖鼻公，會挖都出鼻血哦！
挖空
挖開來","一直挖鼻子，會挖到流鼻血哦！
挖洞
挖開來",,動詞,,3外在活動與動作
3-122,換,vanˋ,換,搞都溼溚溚，遽去換褲,玩到溼答答，快點去換褲子。,,動詞,,3外在活動與動作
3-123,寫,sia^,寫,看恁久，還係寫毋出來,看那麼久，還是寫不出來。,,動詞,,3外在活動與動作
3-124,醒,ciang^,醒,阿爸睡當晝還吂醒，你去喊佢,爸爸睡午覺還沒睡醒，你去叫他。,,動詞,,3外在活動與動作
3-125,削,siog^,削,煮苦瓜毋使削皮,煮苦瓜不用削皮,,動詞,,3外在活動與動作
3-126,摘,zag^,摘,"摘茶。
摘菜。","摘茶。
摘菜。",,動詞,,3外在活動與動作
3-127,整,zhang^,修理,厥頭路係整鐵馬,他的工作是修理自行車。,,動詞,,3外在活動與動作
3-128,照顧,zheuˋguˋ,照顧,無人照顧,沒人照顧,,動詞,,3外在活動與動作
3-129,走,zeu^,跑,"講着愛食飯，佢走盡遽
走毋贏人","說到要吃飯，他跑最快。
跑不贏別人",,動詞,,3外在活動與動作
3-130,整理,zhin^ li+,整理,間項整理下,房間裡面整理一下,,動詞,,3外在活動與動作
3-131,做,zoˋ,做；儘管,"做頭路
做生理
你做你食，毋怕
你做你講，阿爸分你靠","工作
做生意
你儘管吃，沒關係。
你儘管講，爸爸當你靠山。",,動詞,,3外在活動與動作
3-132,捉,zog^,抓,"捉魚
分𠊎捉着咧！","抓魚
被我抓到了！",,動詞,,3外在活動與動作
3-133,著,zhog^,穿,若衫著毋著片咧！,你的衣服穿反了！,,動詞,,3外在活動與動作
3-134,轉,zhon^,回家,幾下日無轉,好幾天沒回家,,動詞,,3外在活動與動作
3-135,轉去, zhon^ kiˋ,回去,鉛筆盒無帶着，佢自家走轉去拿,沒帶鉛筆盒，他自己跑回去拿。,,動詞,,3外在活動與動作
3-136,轉來,zhon^ loiˇ,回來,哪久愛轉來？,何時要回來？,,動詞,,3外在活動與動作
3-137,掌,zhong^,看管、看守,"掌牛
掌緊電視","看守牛隻
守著電視",,動詞,,3外在活動與動作
3-138,張,zhong+,盛裝,"張茶食
拿盒張緊","裝茶喝
拿盒子裝著",,動詞,,3外在活動與動作
3-139,煮,zhu^,煮,"煮食
煮茶","煮飯
煮茶",,動詞,,3外在活動與動作
3-140,準備,zhun^ piˋ,準備,準備好吂？,準備好了嗎？,,動詞,,3外在活動與動作
3-141,種,zhungˋ,種植,"種樹
種菜","種樹
種菜",,動詞,,3外在活動與動作
3-142,燉,dun+,燉,"燉補
燉四物湯","燉補
燉四物湯",,動詞,,3外在活動與動作
3-143,喊,hem+,喊叫,佢看着老鼠，喊都大嫲聲,他看到老鼠，喊得很大聲。,,動詞,,3外在活動與動作
3-144,裝,zong+,弄；捉弄,"手機壞撇斯換過，莫過裝佢咧。
忒閒係無?裝佢做麼个?","手機壞了就換過，不要再弄它了。
太閒是嗎？捉弄他幹麼？",,動詞,,3外在活動與動作
3-145,,,,,,,,,
3-146,,,,,,,,,
4-1,變做,bienˋ zoˋ,變成,經過一擺車禍，佢嗄變做長短腳。,經歷一次車禍，他竟變成長短腳。,,動詞,,4事物狀態與變化
4-2,出,chud^,出,"熱都緊出汗
冬瓜放到出水
這下尿當出，先去便所","熱到一直出汗
冬瓜放到出水
現在正尿急，先去廁所。",,動詞,,4事物狀態與變化
4-3,出現,chud^ hienˋ,出現,罕得看你出現，恁久無閒麼个？,難得看你出現，最近在忙什麼？,,動詞,,4事物狀態與變化
4-4,得着,ded^ do^,得到、獲得,"得着亞軍
得着好空","得到亞軍
獲得好處",,動詞,,4事物狀態與變化
4-5,跌撇,died^ ped^,掉了、遺失,錢無袋好，跌撇咧！,錢沒有放好，掉了！,,動詞,,4事物狀態與變化
4-6,都係,do+ heˋ,都是,間項滿哪都係若衫,房間裡到處都是你的衣服。,,動詞,,4事物狀態與變化
4-7,堵着,duˇ do^,遇到；堵塞,"堵着塞車
水分石牯堵着咧，流毋出去","遇到塞車
水被石頭堵住了，流不出去。",,動詞,,4事物狀態與變化
4-8,發現,fad^ hienˋ,發現,"佢偷拿東西，分人發現
重大个發現","他偷拿東西，被人發現。
重大的發現",,動詞,名詞,4事物狀態與變化
4-9,發生,fad^ sen+,發生,"發生麼个事？
這上禮拜發生个","發生什麼事？
這是上星期發生的。",,動詞,,4事物狀態與變化
4-10,發展,fad^ zhen^,發展,阿哥个事業發展都十分好,哥哥的事業發展得十分好。,,動詞,,4事物狀態與變化
4-11,經過,gin+ goˋ,經過,"經過恁多年，還係會想着該件事
該下有經過這條路，你記得無？","經過這麼多年，還是會想到那件事。
那時有經過這條路，你記得嗎？",,動詞,,4事物狀態與變化
4-12,改變,goi^/gai^ bienˋ,改變,"性體無法度改變
佢自頭擺到今，無麼个改變","脾氣沒辦法改變
他從以前到現在，沒什麼改變。",,動詞,,4事物狀態與變化
4-13,該當,goi+ dong+,應該,㓾人該當愛判罪,殺人應該要判刑,,副詞,,4事物狀態與變化
4-14,下,ha+,下方；往下,"書桌下有兩粒球
阿姆同下屋人家當有話講","書桌下有兩顆球。
媽媽和鄰居很有話聊。",,副詞,動詞,4事物狀態與變化
4-15,係,heˋ,是,佢係吾同學,他是我的同學。,,動詞,,4事物狀態與變化
4-16,也係（乜係）,rha+ heˋ (me+ heˋ),也是,"厥兩儕也係吾表个
恁泥講也係著啦！","他們兩個也是我表親。
這麼說也是啦！",,虛詞,,4事物狀態與變化
4-17,應該,rhinˋ goi+,應該,"你應該愛聽爺哀个話
佢應該毋係這種人","你應該要聽父母的話。
他應該不是這種人。",,副詞,,4事物狀態與變化
4-18,引起,rhin^ ki^,引起,莫搞火，係引起火燒屋，事情斯大條哩喲,不要玩火，若引起房屋失火，事態就嚴重了。,,動詞,,4事物狀態與變化
4-19,可能,ko^ nenˇ,可能,無風無雨，無可能放尞啦！,無風無雨，不可能放假啦！,,形容詞,,4事物狀態與變化
4-20,開始,koi+   shi^/chi^,開始,"比賽開始！遽遽走！
正開始忒等，你斯想愛放撇？","比賽開始！快點跑！
才剛開始而已，你就想要放棄？",,動詞,,4事物狀態與變化
4-21,落,lauˋ,鬆脫下墜,"落下𪘒
落胎
褲落落來，屎朏走出出","下巴脫臼
流產
褲子掉下來，屁股露出來了。",,動詞,,4事物狀態與變化
4-22,漏,leuˋ,漏,"屋頂爛空，緊漏雨
桶爛空，水漏淨淨","屋頂破洞，一直漏雨。
桶子破洞，水漏光了。",,動詞,,4事物狀態與變化
4-23,留,liuˇ,留,"這錢你自家留核，下次擺總會用得着
留落來食晝好無？","這錢你自己留著，以後總會用得到。
留下來吃午餐好嗎？",,動詞,,4事物狀態與變化
4-24,毋係,mˇ heˋ,不是,這毋係厥个，係吾个,這不是他的，是我的。,,動詞,,4事物狀態與變化
4-25,像,ciongˋ,像,厥兩子爺生來當像,他們父子倆長得很像。,,形容詞,,4事物狀態與變化
4-26,刺,ciug^,刺,布忒賁，針刺毋入,布太厚，針刺不下去。,,動詞,,4事物狀態與變化
4-27,停,tinˇ,停止,"佢一張嘴講無停，當吵
你斯緊做，使毋得停落來","他一張嘴講不停，很吵。
你就一直做，不可以停下來。",,動詞,,4事物狀態與變化
4-28,會,voi+/voiˋ,會、曉得,"阿爸今晡日會轉來
佢會泅水","爸爸今天會回來。
他會游泳。",,動詞,,4事物狀態與變化
4-29,會 ,voi+/voiˋ,將要,天時會轉寒咧！愛著加兜！,天氣將要變冷了！要穿多一點！,,副詞,,4事物狀態與變化
4-30,死,si^  ,死,佢種个豆做下死撇咧,他種的豆子全部死掉了。,,動詞,,4事物狀態與變化
4-31,真,zhin+,真,你係講真个抑講假个？,你是說真的還是假的？,,形容詞,,4事物狀態與變化
5-1,矮,e^,矮,"兜張矮凳來分𠊎坐
佢兩儕高矮差毋多","端一張矮凳來讓我坐。
他們兩人的身高高矮差不多。",,形容詞,,5抽象概念與形容
5-2,冰,ben+,冰冷,若手做麼恁冰？,你的手怎麼那麼冰冷？,,形容詞,,5抽象概念與形容
5-3,差,ca+,差、不好的,佢考試考差，心情毋好,他考試考差，心情不好。,,形容詞,,5抽象概念與形容
5-4,脆,ceˋ,脆,醃瓜食起來當脆,醃黃瓜吃起來很脆。,,形容詞,,5抽象概念與形容
5-5,瘦,ceuˋ,瘦,正餐毋食，歸個人瘦夾夾,不吃正餐，整個人瘦巴巴。,,形容詞,,5抽象概念與形容
5-6,自由,ciiˋ rhiuˇ,自由,隨在你！愛仰脣係若自由,隨便你！要怎麼做是你的自由。,,名詞,,5抽象概念與形容
5-7,自動,ciiˋ tungˋ,自動；主動,"這冷氣會自動關撇
看人無閒，愛自動𢯭手","這冷氣會自動關掉。
看到別人很忙碌，要主動幫忙。",,形容詞,,5抽象概念與形容
5-8,直,chidˋ,直 ,這條路直直行，斯會到咧！,這條路直走，就會到了！,,形容詞,,5抽象概念與形容
5-9,著,chogˋ,正確、對的,著抑毋著呢？,對還是不對？,,形容詞,,5抽象概念與形容
5-10,衰過, coi+ goˋ,可憐,厥皮包毋見撇，又出車禍，實在還衰過,他的皮包不見了，又出車禍，實在真可憐。,,形容詞,,5抽象概念與形容
5-11,長,chongˇ,長（形容空間或時間上的長度）,"頭那毛留都當長
這垤布有十尺長","頭髮留很長
這匹布有十尺長。",,形容詞,,5抽象概念與形容
5-12,臭,chiuˋ,臭,這袋垃圾當臭,這袋垃圾很臭。,,形容詞,,5抽象概念與形容
5-13,粗,cu+,粗糙、不平滑,"阿姆个手摸起來粗粗
粗布","媽媽的手摸起來很粗糙。
粗布",,形容詞,,5抽象概念與形容
5-14,重要,chungˋ rheuˋ,重要,這一等重要，愛記落來,這非常重要，要記下來。,,形容詞,,5抽象概念與形容
5-15,重,chung+,重,厥書包有兩公斤恁重,他的書包有兩公斤這麼重。,,形容詞,,5抽象概念與形容
5-16,低,de+,低,這片褲腳較低，拉較高兜,這邊褲腳較低，拉高一點。,,形容詞,,5抽象概念與形容
5-17,恬,diam+ ,安靜,佢毋知仰脣咧，今晡日十分恬,他不知怎麼了，今天非常安靜。,,形容詞,,5抽象概念與形容
5-18,恬恬,diam+ diam+,靜肅、沉默,人在看電視，你恬恬莫講話,人家在看電視，你安靜不要說話。,,形容詞,,5抽象概念與形容
5-19,吊菜色（茄色）,diauˋ coiˋ sed^ (kiauˇ sed^),紫色,吊菜色个葡萄,紫色的葡萄,,名詞,,5抽象概念與形容
5-20,多,do+,多,阿哥食較多，老弟食較少,哥哥吃比較多，弟弟吃比較少。,,形容詞,,5抽象概念與形容
5-21,短,don^,短,"裙著恁短，敢毋會寒？
日恁短，一下斯斷烏咧！","裙子穿這麼短，不會冷嗎？
白天那麼短，一下子就天黑了！",,形容詞,,5抽象概念與形容
5-22,佇毋著,duˋ mˇ diauˇ,受不了、無法承受,"這垃圾放忒久，臭都佇毋著
緊跋梯，阿奶腳膝頭佇毋著","這垃圾放太久，臭到受不了。
一直爬樓梯，祖母膝蓋無法承受。",,形容詞,,5抽象概念與形容
5-23,肚飢（肚屎枵）,du^ gi+ (du^ shi^ iau+),肚子餓,朝晨（朝脣）無食，有一屑肚飢,早上沒吃飯，肚子有點餓。,,副詞,,5抽象概念與形容
5-24,東西,dung+ si+,東西,"阿姊个東西一千擔
東西向个河壩","姊姊的東西很多。
東西向的河流",,名詞,,5抽象概念與形容
5-25,闊,kuad^,寬,厥屋當闊,他的房子很寬闊。,,形容詞,,5抽象概念與形容
5-26,發達,fad^ tadˋ,發達,這下醫學恁發達，定著無問題啦！,現在醫學那麼發達，一定沒問題啦！,,形容詞,,5抽象概念與形容
5-27,壞,faiˋ,壞,"水果壞淨淨
電視壞撇","水果全壞光
電視壞掉",,形容詞,,5抽象概念與形容
5-28,方法,fong+ fab^,方法,這問題已大條，你有麼个方法?,這個問題很嚴重，你有什麼方法？,,名詞,,5抽象概念與形容
5-29,方便（利便）,fong+ pienˋ (liˋ pienˋ),方便,有高鐵後，交通已方便,有高鐵後，交通很方便。,,形容詞,,5抽象概念與形容
5-30,方面,fong+ mienˋ,方面,佢係氣象方面个專家,他是氣象方面的專家。,,名詞,,5抽象概念與形容
5-31,赴着,fuˋ do^,趕上,好得有赴着這枋車，無斯會慢到咧！,還好有趕上這班車，不然就會遲到了！,,動詞,,5抽象概念與形容
5-32,赴毋着（毋赴）,fuˋ mˇ do^ (mˇ fuˋ),來不及、趕不上,赴毋着車枋，等下次枋車好咧！,趕不上這班車，等下一班車好了！,,動詞,,5抽象概念與形容
5-33,苦,ku^,味道苦,苦瓜食起來當苦,苦瓜吃起來很苦。,,形容詞,,5抽象概念與形容
5-34,紅,fungˇ ,紅,紅色,紅色,,形容詞,,5抽象概念與形容
5-35,假,ga^,假,這係假藥，會食壞人,這是假藥，會吃壞身體。,,形容詞,,5抽象概念與形容
5-36,柑色,gam+ sed^,橙色,一領柑色个裌,一件橙色的背心。,,名詞,,5抽象概念與形容
5-37,遽（拚）,giag^ (biangˋ),快,"狗走當遽，你哪走得佢贏？
遽兜去讀書！毋好緊看電視。","狗跑得很快，你怎麼跑得贏牠？
快點去讀書！不要一直看電視。",,形容詞,,5抽象概念與形容
5-38,急,gib^,急,時間還當多，你毋使急！,時間還很多，你不用著急！,,形容詞,,5抽象概念與形容
5-39,結果,gied^ go^,結果,昨晡日个面試，結果出來吂？,昨天的面試，結果出來了嗎？,,動詞,名詞,5抽象概念與形容
5-40,簡單,gien^ dan+,簡單,"這題目簡單都講毋得
這正經無恁簡單，你使得教𠊎無?","這題目簡單得不得了。
這真的沒那麼簡單，你可以教我嗎？",,形容詞,,5抽象概念與形容
5-41,金,gim+,亮,厥鞋捽都當金。,他的鞋子擦得很亮。,本讀gim+，口語gimˊ,名詞,,5抽象概念與形容
5-42,金金,gim+ gim+,亮晶晶,"窗門日日捽都金金
這細人目珠金金，當得人惜","窗戶每天擦得亮晶晶
這小孩眼睛亮晶晶，很可愛",,形容詞,,5抽象概念與形容
5-43,高,go+,高,舊年還細細漢，佢今年高加已多,去年還很矮小，他今年長高很多。,,形容詞,,5抽象概念與形容
5-44,光,gong+,明亮,便所火光光，麼人無關撇？,廁所燈亮著，誰沒關？,,形容詞,,5抽象概念與形容
5-45,狹,habˋ,狹窄,這條巷狹狹，單淨一臺車過得,這條巷子很窄，只有一臺車能過。,,形容詞,,5抽象概念與形容
5-46,鹹,hamˇ,鹹,豆油當鹹,醬油很鹹,,形容詞,,5抽象概念與形容
5-47,閒,hanˇ,閒、不忙碌,歸日閒閒在屋家，毋知愛做麼个？,整天在家閒閒沒事，不知道要做什麼？,,形容詞,,5抽象概念與形容
5-48,緪,henˇ,緊,"䌈緪來正毋會鬆撇
這駁手頭較緪","綁緊來才不會脫落。
這陣子手頭較緊。",,形容詞,,5抽象概念與形容
5-49,後生,heuˋ sang+,年輕,"吾先生還當後生
七後生八後生","我的老師還很年輕。
年紀輕輕地",,形容詞,,5抽象概念與形容
5-50,形,hinˇ,形狀、形體,這箱个形係四角形,這個箱子的形狀是四角形。,,名詞,,5抽象概念與形容
5-51,好,ho^,良好,佢在學校表現當好,他在學校表現很好。,,形容詞,,5抽象概念與形容
5-52,好食, ho^ shidˋ,好吃,這粄仰脣會恁好食？,這粄怎麼會那麼好吃？,,形容詞,,5抽象概念與形容
5-53,好勢,ho^ sheˋ,妥當,"佢手腳當遽，一下斯做好勢咧！
裝到都好勢好勢","他手腳很快，一下子就做好了！
處理得很妥當",,形容詞,,5抽象概念與形容
5-54,好聽,ho^ ten+,好聽,這條歌已好聽,這首歌很好聽。,,形容詞,,5抽象概念與形容
5-55,意思,rhiˋ siiˋ,意思,"你這麼个意思？
這門親，看若意思仰脣
這篇文章當有意思","你這什麼意思？
這門親事，看你的意思如何。
這篇文章很有意思。",,名詞,,5抽象概念與形容
5-56,贏,rhangˇ,贏,"佢贏咧！你輸咧！
你恁重，麼人背得贏","他贏了！你輸了！
你那麼重，誰背得動？",,動詞,,5抽象概念與形容
5-57,一屑屑（一滴滴）,rhid^ sudˋ sudˋ (rhid^ didˋ didˋ),一點點,伸一屑屑忒等，你食撇去好哪,剩一點點而已，你吃掉好了。,,副詞,,5抽象概念與形容
5-58,圓,rhenˇ,圓,圓桌,圓桌,,形容詞,,5抽象概念與形容
5-59,幼,rhiuˋ,細,"若手恁幼，怕當好命
這尾魚有幼骨，食該下愛注意","你的手那麼細嫩，也許很好命。
這條魚有細骨，吃的時候要小心。",,形容詞,,5抽象概念與形容
5-60,有閒,rhiu+ hanˇ,有空,有閒來尞！,有空來玩！,,副詞,,5抽象概念與形容
5-61,有用,rhiu+ rhungˋ,有用、懂事,厥倈正經真有用。,他的兒子真的很懂事。,,副詞,,5抽象概念與形容
